name,pressure_Pa_from_file2,propane_Henry_from_file2,|Qst(propane)|_from_file2,N2_1,N2_4,N2_18,N2_75,N2_316,N2_1334,N2_5623,N2_23714,N2_100000,Ar_0.001,Ar_0.01,Ar_0.1,Ar_1.0,Ar_10.0,Ar_100.0,Ar_1000.0,Ar_2000.0,Ar_4000.0,Ar_6000.0,Ar_8000.0,Ar_10000.0,Ar_12000.0,Ar_14000.0,Ar_16000.0,Ar_18000.0,Ar_20000.0,Ar_24000.0,Ar_28000.0,Ar_30000.0,Ar_32000.0,Ar_36000.0,Ar_40000.0,Ar_50000.0,Ar_60000.0,Ar_70000.0,Ar_80000.0,Ar_90000.0,Ar_100000.0,pld,lcd,surface_area_m2cm3,surface_area_m2g,void_fraction,length_a,length_b,length_c,angle_alpha,angle_beta,angle_gamma
FIJZEE_clean-(id_176451),4000000,3.20162,46.70178111,90.1185,89.5704,89.9024,90.1924,90.8146,92.2349,93.3025,94.0514,95.7906,73.2827,88.3527,90.2963,93.4432,97.9184,103.695,110.286,114.464,116.565,120.321,119.427,119.101,119.427,119.496,120.049,120.015,120.109,120.522,120.136,120.671,120.671,120.671,120.671,121.056,121.294,121.293,121.293,121.293,121.337,6.47542,7.37726,874.8,480.405,0.4718,13.8603,23.1285,8.542,90,90,90
FILYAC_clean-(id_176453),4000000,0.00617306,31.51314075,181.53,189.861,193.788,198.844,202.888,207.74,215.388,220.465,222.343,7.38951,28.4121,88.7173,174.028,198.216,211.496,233.913,244.256,247.261,252.635,255.924,255.789,256.691,257.38,256.639,259.317,257.966,262.879,262.486,266.391,262.891,261.797,262.424,264.879,264.017,267.211,268.439,267.94,269.672,4.94176,5.64031,1576.38,1258.04,0.554,28.764,21.682,10.933,90,90,90
FILYEG_clean-(id_176454),4000000,0.000865584,24.76251056,166.165,240.491,271.525,281.316,290.569,300.887,311.53,320.946,328.047,0.0269449,0.239252,2.49767,24.2135,218.416,313.761,357.919,364.878,368.161,370.283,373.064,377.906,375.989,380.73,382.46,377.952,380.529,385.666,380.564,384.599,383.349,385.447,387.557,386.762,390.19,390.385,389.833,391.44,389.98,5.3287,7.61133,1916.91,1792.48,0.6258,10.806,24.329,28.554,90,90,93.658
FIMNIA_clean-(id_176455),4000000,0.000149489,21.04687985,36.0701,124.391,167.047,180.888,191.049,199.642,202.656,205.801,210.063,0.00664183,0.0717318,0.715989,6.8439,52.8932,194.566,209.636,210.301,210.886,211.036,211.332,211.484,211.792,211.387,211.639,211.642,212.15,212.048,212.713,212.096,212.927,212.585,212.368,213.956,213.668,213.177,214.584,214.362,214.802,3.56541,8.67616,1522.94,1014.24,0.6126,12.0216,13.9379,22.7658,95.825,104.722,104.036
FIMXUW_clean-(id_176456),4000000,0.00301646,35.60776201,62.5996,66.5285,72.8778,78.8978,79.8366,81.2685,81.3257,81.3257,81.3257,0.0582382,0.60443,6.97236,56.844,77.7443,80.9266,81.2846,81.3199,81.3257,81.3158,81.3257,81.3257,81.3076,81.3257,81.3263,81.3239,81.3257,81.3229,81.3261,81.3257,81.3261,81.3257,81.3257,81.326,81.3257,81.3273,81.3258,81.3262,81.3257,3.57593,4.96245,760.785,371.594,0.4152,10.5672,14.5418,17.0574,69.3819,71.9555,68.6946
FINQOK_clean-(id_176459),4000000,0.000166881,21.03269766,42.4804,149.345,184.041,203.606,214.313,221.569,225.589,229.979,235.465,0.00800408,0.0714081,0.807029,7.74652,62.5971,213.607,235.167,238.664,239.375,240.43,240.655,240.595,240.779,240.889,240.99,241.243,241.293,241.195,241.558,241.32,241.298,242.11,241.452,241.58,241.705,242.04,241.511,241.914,242.727,4.60012,8.7337,1628.14,1163.2,0.614,12.042,13.967,22.754,95.802,105.211,104.118
FINQUQ_clean-(id_176460),4000000,0.000168022,21.03973675,42.3901,148.928,181.876,194.727,207.319,215.982,222.851,227.565,233.078,0.00804598,0.0719948,0.738512,7.25559,66.6919,210.574,234.533,237.079,239.274,240.069,240.77,240.345,240.294,240.774,240.668,240.806,241,240.993,241.001,241.104,241.208,241.187,241.128,241.415,241.695,241.37,241.316,241.315,241.301,4.51126,8.681,1585.78,1119.14,0.6192,12.0117,13.936,22.602,77.088,74.657,75.524
FIPJAR_clean-(id_176461),4000000,0.0174691,37.10206686,120.09,121.78,122.808,127.712,155.932,182.418,195.921,201.148,202.638,0.452615,4.61526,47.9,111.938,144.964,199.19,202.405,202.486,202.571,202.731,203.067,203.427,203.008,203.019,202.937,203.264,202.959,203.723,202.879,204.805,204.739,203.709,203.773,205.626,205.239,204.721,205.584,202.888,206.897,3.65359,5.38201,1135.66,762.952,0.5586,7.0688,11.4644,16.421,82.92,77.5706,72.0436
FIPJEV_clean-(id_176462),4000000,0.627011,46.33330089,104.541,106.005,111.889,125.004,135.193,147.358,153.248,158.504,160.049,55.7719,86.143,102.086,110.509,163.378,173.161,174.235,174.202,174.444,174.678,174.484,175.027,175.326,175.211,174.899,175.218,174.711,175.031,174.751,175.493,175.223,175.285,175.43,175.137,176.762,175.878,175.29,176.474,177.596,3.75413,5.48611,1138.25,669.081,0.4918,21.8879,7.0573,19.2414,90,122.344,90
FIPKOG01_clean-(id_176464),4000000,0.00254395,33.51464641,216.067,236.817,251.477,268.548,272.073,278.187,281.5,281.825,283.847,0.468431,4.84819,50.5589,174.027,264.259,282.481,306.603,311.16,312.869,313.855,316.769,315.269,317.198,316.72,315.023,316.572,317.287,318.109,318.193,318.741,320.362,320.08,321.372,318.739,317.671,317.028,320.884,322.837,323.834,4.8064,6.5379,1614.42,1479.13,0.5916,10.184,10.348,18.091,102.34,99.19,93.95
FIPKOG_clean-(id_176463),4000000,0.00248711,33.31145396,210.851,241.35,258.398,268.577,273.954,278.747,280.308,281.887,283.385,0.43886,4.67595,48.8026,170.636,264.029,284.333,304.6,310.358,314.534,316.992,315.81,315.958,317.341,316.434,317.598,316.987,317.736,319.49,320.47,323.11,321.764,321.616,320.85,327.06,325.399,326.65,330.758,322.426,322.556,4.8515,6.55849,1635.33,1505.9,0.5862,10.217,10.362,18.118,102.53,99.35,93.79
FIPKUM_clean-(id_176465),4000000,0.00180423,31.2373545,196.792,221.215,242.117,258.526,274.725,286.363,290.49,295.851,301.306,1.04516,11.0378,76.296,166.08,266.78,306.742,321.18,323.365,323.496,323.781,323.672,323.768,323.593,323.854,323.706,323.797,323.948,323.847,323.839,323.837,324.029,323.894,323.914,323.928,324.138,323.816,324.045,323.942,323.886,4.74684,6.35636,1413.94,1351.54,0.5724,10.004,10.293,17.914,103.66,99.58,93.45
FIPWOS_clean-(id_176466),4000000,0.0196908,42.99887063,91.5494,96.0925,103.676,112.36,113.872,115.658,116.166,117.517,120.436,23.7128,69.2362,79.4133,90.5892,110.826,127.396,138.521,141.79,145.672,146.558,152.002,149.788,152.32,151.471,153.339,150.082,151.157,152.382,153.397,153.208,153.944,151.866,153.886,154.044,154.772,154.162,154.642,154.538,154.449,3.82141,5.20561,881.425,683.154,0.5118,9.1269,9.3427,9.604,114.455,90,90
FIPWUY_clean-(id_176467),4000000,0.101229,47.59767287,111.71,115.835,116.765,118.299,121.727,121.727,126.686,130.663,132.977,68.4304,99.3705,113.255,121.933,134.726,147.429,152.369,154.213,154.462,154.228,154.74,154.779,154.779,154.635,154.779,154.779,154.638,154.779,154.779,154.779,154.752,154.779,154.629,154.779,154.202,154.779,154.779,154.779,154.779,4.2474,4.7784,892.591,674.547,0.4866,9.198,9.33,9.636,90,118.48,90
FIPXAF_clean-(id_176468),4000000,0.0275689,46.85300719,100.55,102.822,104.027,104.821,107.891,111.387,114.472,115.278,118.513,69.5358,88.0993,103.564,113.68,121.891,133.095,140.784,146.452,149.688,150.425,151.935,152.591,151.213,153.056,154.348,154.534,152.579,153.948,154.044,153.82,154.779,153.677,153.997,154.66,154.633,154.661,153.973,154.505,154.779,3.97386,4.65881,766.026,568.53,0.4744,9.2522,9.2556,9.4781,90,118.419,90
FIPXEJ_clean-(id_176469),4000000,0.000219513,38.54509177,114.41,115.89,116.088,116.107,116.086,117.159,117.159,118.188,119.744,50.7711,89.1087,112.594,115.895,116.358,118.321,126.575,132.979,133.189,134.834,138.203,138.535,136.739,139.923,138.041,139.594,139.227,141.842,142.821,143.138,145.026,143.935,143.323,146.168,146.701,146.031,143.813,145.987,144.025,3.68809,4.43579,643.237,473.905,0.4954,8.9687,10.906,14.585,96.567,90,90
FIQKIB_clean-(id_176471),4000000,0.020568,39.09058419,73.7525,81.8543,88.6655,92.4711,97.4066,99.2952,100.5,103.115,105.988,5.30887,12.7589,36.9415,69.071,95.3443,112.298,121.435,123.719,125.391,125.619,126.287,126.224,126.671,127.586,126.895,126.668,127.386,127.624,128.038,128.69,128.654,128.982,128.308,128.18,128.116,128.552,128.675,128.553,128.35,4.04904,6.36198,1003.95,487.389,0.4784,10.024,18.725,24.813,90,90,90
FIQYOU_clean-(id_176472),4000000,0.0004023,36.57151569,52.3673,56.8175,63.9524,74.5804,84.424,90.5356,98.5962,100.274,101.001,0.155164,1.56715,14.4851,46.1635,62.0757,86.1526,99.7994,101.543,101.813,101.981,102.144,102.334,102.342,102.392,102.229,102.142,102.181,102.386,102.321,102.352,102.225,102.431,102.414,102.415,102.321,102.359,102.224,102.326,102.413,3.65899,4.72303,750.863,429.037,0.4464,9.9304,11.4446,14.6192,91.423,90,90
FIQYUA_clean-(id_176473),4000000,0.000350681,37.52792118,50.8787,52.377,58.055,68.2633,74.8778,80.478,87.0286,92.9202,96.1445,0.337703,3.48017,27.0241,48.8876,58.4659,76.1243,90.9097,94.9704,98.8945,98.9047,99.1887,99.4348,99.6849,99.7567,99.9877,99.5756,100.042,99.798,99.8664,99.9895,100.137,99.8603,100.228,100.288,100.218,100.281,100.225,100.089,100.254,3.62649,4.6258,696,374.831,0.4364,9.8335,11.2727,14.4249,91.242,90,90
FIQZAH_clean-(id_176474),4000000,0.000883258,39.48580861,51.2353,56.68,65.7614,70.2833,73.3722,79.4227,83.9392,88.2465,90.5753,0.612377,6.26783,35.6513,50.0512,63.7167,80.2498,93.5822,94.2836,94.9917,95.6211,95.8345,95.6431,95.9817,95.9524,96.0413,95.7214,96.1146,96.0778,96.0686,96.0522,96.0754,95.7613,96.0066,95.9903,96.0702,96.129,96.1283,96.0703,96.122,3.68934,4.65627,700.399,362.121,0.45,11.3407,9.7856,14.4334,90,91.449,90
FIRMUQ_clean-(id_176476),4000000,0.00149746,24.41682882,310.433,364.587,390.232,413.678,437.447,450.016,460.648,465.665,466.801,0.00871717,0.115887,1.15344,12.7187,388.811,468.153,495.01,505.919,508.83,513.474,514.56,512.177,516.963,517.74,517.305,516.295,523.866,526.771,529.902,523.318,525.115,531.528,544.123,556.945,556.814,565.634,577.819,583.562,584.161,5.90394,6.37918,2580.98,3209.14,0.675,15.1738,15.1738,18.859,90,90,120
FIRNAX01_clean-(id_176478),4000000,0.00123217,22.30952917,71.3359,400.467,454.208,482.931,497.242,515.072,521.506,538.128,555.12,0.00566883,0.0619211,0.628804,6.5076,136.232,514.74,573.613,596.134,614.521,629.997,634.266,644.589,642.243,643.216,649.926,654.371,652.911,650.137,659.528,660.262,663.438,666.075,670.297,666.881,668.381,670.68,684.857,678.854,681.661,6.10812,7.03668,2358.57,3283.03,0.7048,15.698,15.698,18.557,90,90,120
FIRNAX_clean-(id_176477),4000000,0.00130918,22.7729316,88.5241,385.695,436.607,469.164,484.486,492.513,509.791,516.444,522.256,0.00621391,0.0629022,0.646683,6.97354,210.487,503.738,544.145,570.159,599.93,613.506,621.173,625.067,625.584,625.232,625.105,626.166,626.816,627.547,627.223,629.25,628.597,628.253,627.33,628.097,629.575,632.714,629.643,630.854,632.291,6.02432,6.70534,2391.07,3283.04,0.6994,15.54,15.54,18.679,90,90,120
FIRNIF_clean-(id_176479),4000000,0.00106646,22.61653665,76.8617,412.32,467.029,487.476,505.671,514.906,530.39,542.62,556.873,0.00632293,0.0621391,0.662272,7.03175,217.695,525.526,594.752,615.71,638.087,654.129,654.113,666.443,667.603,673.725,672.762,669.193,675.71,676.764,687.534,692.23,686.078,683.454,691.195,691.396,694.774,695.115,690.247,699.185,701.789,6.06191,6.7853,2582.63,3613.74,0.693,15.688,15.688,18.678,90,90,120
FIRNOL_clean-(id_176480),4000000,0.00183735,25.75890203,353.283,396.817,426.584,440.049,451.513,454.37,459.926,461.63,463.056,0.0249987,0.270903,2.70674,32.7383,439.699,480.991,500.196,501.419,503.58,506.122,508.576,512.129,515.855,511.081,511.558,513.73,519.395,521.364,519.749,521.708,523.268,526.644,526.719,522.785,527.752,527.513,530.918,537.078,543.094,5.54396,6.1215,2656.05,3341.42,0.6666,15.638,15.638,18.499,90,90,120
FIRNUR_clean-(id_176481),4000000,0.00146962,24.08713769,409.948,457.676,481.099,499.017,507.398,512.417,519.118,524.098,527.532,0.0177364,0.173949,1.8296,21.1589,484.677,534.34,558.259,566.519,581.639,596.635,595.14,605.875,607.204,609.671,618.686,614.385,625.795,632.964,631.507,632.843,631.905,637.98,637.534,636.559,638.672,636.227,632.977,640.275,642.509,6.03585,6.62054,2609.57,3654.03,0.6944,15.673,15.673,18.532,90,90,120
FIRPAZ_clean-(id_176482),4000000,0.00102349,21.62252602,62.6143,437.039,493.507,519.408,541.63,551.852,576.117,604.558,628.398,0.00628268,0.0575912,0.585918,6.18541,116.208,575.332,669.281,692.884,700.791,705.933,706.074,709.675,711.355,713.337,715.077,722.24,714.346,719.908,721.054,720.482,720.04,719.616,725.19,728.763,731.544,737.153,730.475,732.139,730.444,6.15135,7.15818,2389.65,3546.47,0.7144,15.695,15.695,18.546,90,90,120
FIRZOX_clean-(id_176483),4000000,0.00010535,19.37956697,30.8563,148.107,156.524,159.089,163.827,168.685,173.283,173.976,174.783,0.00342301,0.0369248,0.353371,3.71433,126.581,166.414,173.653,174.89,175.314,175.891,177.581,177.672,177.577,179.698,181.883,183.944,181.923,187.685,187.941,191.912,199.435,208.512,209.666,213.276,213.395,215.752,218.206,215.854,220.828,7.4886,8.47321,1193.71,809.905,0.5488,13.8488,15.5215,15.5215,120,90,90
FITGEW_clean-(id_176486),4000000,0.00090771,28.80118948,86.582,92.77,162.876,188.024,196.989,202.451,206.134,210.97,214.95,0.786388,6.97798,35.4817,76.9855,93.5278,203.322,230.797,233.964,238.342,239.136,239.913,242.494,242.571,240.739,242.668,242.821,243.307,246.26,244.297,248.378,245.299,248.969,247.108,246.294,249.395,248.011,249.25,250.503,250.845,4.17287,9.86717,1175.78,1080.45,0.5382,37.4822,37.4822,17.2024,90,90,120
FITHIA_clean-(id_176488),4000000,4.16E-05,31.09462215,102.506,102.506,102.506,102.506,102.506,102.506,102.506,102.506,102.506,70.3307,100.825,102.325,102.501,102.68,104.136,122.656,123.508,135.218,142.934,147.545,148.442,149.38,149.573,149.949,150.05,152.455,151.75,151.596,151.061,151.605,152.787,151.658,152.187,153.116,152.931,152.844,152.797,153.168,3.84524,4.35737,941.275,736.915,0.4314,23.995,23.995,3.9498,90,90,90
FIVNAZ_clean-(id_176491),4000000,5.58E-06,23.35657814,3.09488,15.3483,70.2721,79.9046,82.1679,83.9731,87.6818,102.503,117.145,0.000240392,0.00412101,0.0413131,0.415397,4.70554,61.3567,85.7326,90.5094,97.9284,103.443,107.896,111.259,115.308,117.992,119.851,123.41,124.695,127.378,129.6,131.34,131.456,134.672,136.894,139.816,141.884,145.037,146.828,146.739,145.247,3.52743,4.57167,1354.32,637.526,0.5842,8.165,8.215,8.215,94.1831,117.653,62.3472
FIVQOR_clean-(id_176493),4000000,9.33238,56.75943754,89.2134,90.0205,91.217,92.3005,92.7745,93.9911,94.5294,95.4395,96.7231,72.8484,85.7491,90.8927,94.8185,101.006,108.214,113.636,115.509,120.533,123.699,126.21,127.104,128.145,129.837,130.961,131.14,131.143,131.136,130.96,131.046,131.118,131.02,131.15,131,131.146,131.15,131.15,131.15,131.15,4.0753,4.63823,1209.41,552.809,0.4796,8.1217,8.9601,10.4611,111.93,103.655,101.903
FIVYEP01_clean-(id_176495),4000000,0.00284948,32.26261922,18.6192,50.4839,73.2169,82.6238,86.5873,91.9185,92.8858,95.4143,95.6072,0.0018087,0.0211014,0.209773,2.09043,23.2293,83.5541,94.2174,95.5514,96.181,97.1437,97.8371,98.2953,98.4873,99.0875,99.7259,100.103,99.5785,99.9047,100.863,100.212,101.44,102.944,102.755,103.751,104.183,104.364,105.605,104.798,104.685,4.73568,5.69673,1245.18,612.394,0.4572,12.0682,12.0682,14.614,86.1739,86.1739,64.284
FIVYEP_clean-(id_176494),4000000,0.00285059,32.2510633,18.3152,51.6152,73.6276,81.0025,86.1704,91.1972,92.8945,95.9814,95.871,0.00241159,0.0223427,0.20956,2.13706,24.0036,83.505,94.0914,95.4137,96.3759,96.8072,97.6228,98.2978,98.6121,99.4131,99.4585,100.03,99.7223,100.345,101.157,100.675,101.189,102.529,102.775,103.719,103.93,105.104,104.395,105.214,106.382,4.7333,5.69894,1248.63,614.092,0.458,12.0682,12.0682,14.614,86.1739,86.1739,64.284
FIVYUF_clean-(id_176496),4000000,0.000182229,38.90802348,57.105,59.1013,60.6519,68.7619,72.5968,74.792,75.0807,75.0823,75.6336,51.5707,56.2469,58.789,69.4334,84.4253,109.015,112.384,112.621,112.621,112.509,112.621,112.621,112.621,112.61,112.621,112.621,112.621,112.621,112.547,112.621,112.621,112.621,112.621,112.621,112.621,112.621,112.621,112.621,112.621,3.50866,4.68091,465.948,328.948,0.4326,9.5792,14.1333,22.7191,78.2965,77.8297,70.1909
FIWKUT_clean-(id_176498),4000000,0.00790143,32.60774924,131.675,250.083,283.546,306.921,319.544,328.032,333.903,339.204,341.733,0.0382322,0.377678,4.69607,41.8278,196.602,341.959,387.536,393.072,400.956,403.161,403.205,405.846,405.986,407.724,408.591,407.253,410.859,411.44,414.419,415.338,414.233,413.363,417.26,414.006,418.435,416.673,419.195,419.128,417.563,6.21115,10.757,2252,1976.17,0.6778,19.7757,44.7064,28.6303,90,90,90
FIXVUE_clean-(id_176499),4000000,1.64E-05,14.10112948,0.115822,0.462672,2.08224,8.8794,40.6783,147.497,174.478,187.423,196.824,8.80E-05,0.000748091,0.00519263,0.0652599,0.69018,4.71557,40.6673,130.346,191.725,199.116,204.979,207.237,211.243,215.741,216.07,216.491,219.527,223.29,223.297,222.054,224.162,225.207,228.782,232.128,233.415,234.062,237.164,234.761,234.908,6.73703,10.8022,1740.78,1084.34,0.6236,32.749,32.749,32.749,90,90,90
FIYDOH_clean-(id_176500),4000000,0.0010775,37.42247281,52.9239,65.0592,72.8918,78.3575,80.245,81.8817,84.0432,85.4395,85.4395,1.49108,14.2447,47.3853,74.3487,85.8419,88.5043,90.3857,91.9,91.6513,92.0734,90.7617,93.4404,93.7276,93.3134,92.212,93.2527,92.0798,93.4383,92.727,93.3024,94.7935,95.1307,94.8819,94.3083,94.5297,95.6109,95.6109,94.7286,94.506,3.85906,4.62011,555.753,349.792,0.3874,11.354,11.5836,16.247,105.469,110.452,90
FOBNAN_clean-(id_176502),4000000,0.000659152,25.18662108,108.431,250.142,335.072,385.02,411.289,423.814,435.631,447.591,456.18,16.8681,28.1858,31.3478,43.7811,156.712,419.743,478.875,485.507,496.162,497.263,502.476,506.768,508.335,511.716,511.856,511.48,516.119,523.55,521.342,522.256,522.141,521.229,523.18,525.694,522.581,529.993,530.155,533.218,535.942,6.58612,8.70901,2020.64,2329.69,0.6644,31.28,14.735,28.51,90,120.13,90
FOCZAA_clean-(id_176504),4000000,0.115984,47.4684805,89.9952,98.8861,106.052,107.49,111.032,112.061,113.268,115.952,116.559,46.8653,75.0292,88.4805,105.585,117.97,125.226,127.72,128.09,128.224,129.087,128.491,128.126,128.126,128.126,128.126,128.138,128.126,129.011,129.016,129.482,129.014,129.016,128.146,128.73,128.126,128.127,128.131,128.138,128.647,4.4492,4.86095,775.702,555.227,0.452,9.5256,12.1272,15.8886,88.508,74.677,70.379
FOCZEE_clean-(id_176505),4000000,0.103191,51.3464298,38.491,40.6504,43.6882,43.8897,45.0752,45.0536,46.1705,47.4584,47.802,30.0545,40.7708,46.943,49.0471,49.0602,49.1493,49.1493,49.3138,49.1493,49.1493,49.1493,49.8319,49.1493,49.1495,49.832,51.1276,51.8807,50.6684,51.1971,50.7109,50.9198,51.576,52.2228,52.2776,51.88,51.2989,52.3992,51.1971,51.6137,3.82667,4.4728,355.495,200.886,0.3688,9.6812,12.2892,15.7406,88.977,77.463,69.75
FOFCIO_clean-(id_176509),4000000,0.0888912,50.37229571,40.9039,45.2579,46.0665,47.0521,47.3151,47.3151,47.3394,48.6866,48.6866,29.3391,41.3771,48.5735,49.2704,49.3723,49.3723,49.3723,49.5365,49.7788,49.4211,49.3723,49.8694,49.6929,50.058,49.9755,50.058,50.058,50.8795,52.6013,50.4085,51.2756,53.3624,51.2244,51.5005,52.0519,51.4295,52.1152,51.5613,51.5121,3.88522,4.5361,367.243,210.574,0.3598,9.7441,12.3318,15.7737,88.979,77.399,69.498
FOFCOU_clean-(id_176510),4000000,0.0977829,46.78085156,86.9805,96.4978,107.271,110.763,113.687,115.688,115.46,117.115,118.752,43.7151,75.0268,87.0914,102.043,119.474,127.619,128.847,128.86,128.778,128.846,128.885,129.78,129.78,128.886,129.043,128.885,128.885,129.14,129.78,129.78,131.366,129.832,129.803,129.871,129.78,130.675,130.675,129.78,130.416,4.4269,4.8597,783.577,567.528,0.4546,9.5603,12.1386,15.9458,88.455,74.417,70.233
FOFHAK_clean-(id_176512),4000000,0.110604,48.3730513,96.2065,101.661,105.149,110.415,116.37,123.685,124.898,127.167,129.026,14.85,73.2067,94.5456,114.742,130.14,132.865,133.437,133.451,133.455,133.459,133.459,133.459,133.459,133.443,133.459,133.459,133.459,133.459,133.459,133.459,134.014,134.015,134.015,134.015,134.015,134.016,134.015,134.571,134.551,3.58203,4.16875,1011.75,469.5,0.4808,8.1452,8.9029,10.4452,111.437,103.734,102.096
FOFHEO_clean-(id_176513),4000000,0.49566,43.26645197,85.2255,89.7583,93.1208,95.5677,100.146,102.795,105.46,107.726,109.024,3.64546,22.26,80.6402,105.597,121.376,123.738,123.991,124.008,124.005,124.008,123.99,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.008,124.007,5.52308,6.41067,990.681,445.257,0.446,18.9522,15.9644,9.0028,90,97.927,90
FOFTIF_clean-(id_176516),4000000,0.0100029,36.8860051,213.06,219.722,224.68,230.099,235.286,245.559,256.455,260.97,264.356,17.0678,45.984,96.5326,191.344,245.32,267.326,285.068,289.027,294.314,295.219,296.174,297.031,297.103,297.068,295.828,298.261,297.863,298.532,296.939,298.665,298.966,301.733,300.96,297.611,299.446,300.766,301.108,303.909,301.108,4.44534,6.9711,1552.88,1417.7,0.5846,16.4918,16.8382,18.4883,69.539,66.786,63.792
FOFTOL_clean-(id_176517),4000000,0.0105043,37.05226434,202.594,213.207,221.246,225.258,227.483,227.732,227.924,230.355,232.97,13.9179,35.5417,102.675,198.102,221.714,239.058,257.721,259.43,265.964,269.585,268.698,272.51,269.336,273.667,273.192,273.546,273.578,276.52,276.403,277.313,277.698,277.071,276.627,276.872,280.33,280.716,281.856,280.625,282.107,4.62367,6.86591,1540.19,1353.85,0.5824,16.611,16.723,19.288,78.537,65.243,62.351
FOFTUR_clean-(id_176518),4000000,0.0077355,36.59161491,208.439,221.95,229.072,237.132,239.601,242.702,246.035,248.81,249.865,8.36399,29.2265,70.4779,178.037,236.237,263.643,284.029,286.682,295.915,300.218,302.961,303.708,307.025,307.101,308.384,310.806,310.666,311.544,315.309,316.782,313.567,315.26,318.787,318.481,319.782,320.367,321.709,323.682,324.168,4.51348,6.77119,1552.58,1467.05,0.588,16.3187,17.0365,18.9426,88.412,70.681,62.592
FOHCIP_clean-(id_176521),4000000,0.000584151,32.6250326,77.7383,82.419,85.3519,90.2898,95.9746,100.855,104.21,108.356,112.012,0.0227768,0.21685,2.22403,24.3932,79.2065,94.0429,104.761,107.915,111.426,113.344,113.523,114.165,116.383,115.901,117.022,117.503,118.604,118.845,119.954,119.607,119.723,119.981,120.631,121.172,120.603,120.969,120.382,121.73,121.545,4.14038,4.96285,1245.59,663.988,0.5966,7.767,16.244,15.3043,90,90,90
FOJKIA_clean-(id_176525),4000000,0.0221395,39.57415694,174.758,174.772,175.199,174.772,174.776,176.084,177.943,179.212,182.273,17.546,138.622,172.03,174.751,177.612,202.783,218.647,220.82,226.971,224.2,227.515,228.744,233.246,235.193,233.07,234.34,234.507,235.484,235.621,231.643,233.396,233.547,234.379,237.509,240.553,238.187,237.852,238.105,238.879,4.1527,5.14315,1386.95,1295.08,0.5272,7.1722,12.8109,17.3162,90,90.933,90
FOJLOH_clean-(id_176526),4000000,0.0028286,28.92634205,195.982,296.922,326.331,347.703,369.959,381.557,399.012,403.557,409.069,4.58627,22.2993,39.4931,106.135,284.906,407.825,443.045,452.051,457.327,464.089,467.465,466.268,468.23,472.141,475.335,472.756,474.72,474.876,478.39,476.991,478.737,479.085,478.781,485.351,480.208,489.076,490.119,485.297,490.752,6.67302,7.23927,1870.22,2274.52,0.6338,36.991,8.394,36.94,90,116.75,90
FOKWIN_clean-(id_176530),4000000,9.30E-06,32.92267466,63.8519,65.1768,69.3117,69.9151,72.8167,74.5189,76.3647,83.1509,91.1798,45.7052,61.4074,71.0005,79.0587,81.448,81.8434,82.0156,82.0623,82.3697,84.0531,85.0232,87.4561,88.7007,88.0545,86.9646,87.3755,87.2382,88.4937,89.1326,89.6407,90.9398,92.1492,93.0117,94.5689,96.6557,98.8244,101.73,100.977,100.689,3.73304,4.14624,413.35,300.078,0.4306,10.3163,10.3163,33.095,90,90,90
FOKYEL_clean-(id_176531),4000000,0.0915006,43.62585983,113.538,177.688,200.043,207.999,217.601,225.598,226.228,231.721,238.47,15.1328,21.9661,48.7159,81.6016,149.686,233.098,260.532,265.991,275.605,281.132,287.873,290.912,288.519,295.469,298.225,299.143,298.596,299.466,299.226,306.359,304.144,306.46,308.17,303.605,309.844,305.703,309.505,309.497,310.043,8.56106,8.8968,1347.04,1131.25,0.581,13.392,13.872,22.211,74.977,89.016,76.276
FOKYIP_clean-(id_176532),4000000,0.0083864,37.1884302,184.37,213.86,229.619,236.341,238.34,240.933,244.385,249.661,256.088,3.62905,26.7979,82.8797,134.561,220.598,252.061,270.04,275.238,277.916,285.362,287.661,288.785,289.598,290.698,292.691,293.402,292.664,292.9,292.252,293.594,293.974,292.747,291.949,295.686,296.807,295.523,296.201,295.205,296.594,3.84056,5.79638,1981.83,1614.37,0.5912,24.8718,13.7591,13.6832,90,98.949,90
FOLLEZ_clean-(id_176535),4000000,0.00416907,44.91167143,90.7186,92.3935,94.5596,94.5596,94.5596,94.9656,94.5596,94.5596,94.5596,44.2641,80.513,92.1966,98.0984,101.926,102.245,102.271,102.397,103.074,103.473,103.802,103.671,103.093,102.38,102.38,102.719,102.868,103.088,102.394,102.38,103.802,103.802,105.224,105.081,104.609,105.224,104.539,105.224,105.052,3.75301,4.11323,655.16,390.454,0.4424,17.6167,9.1946,10.7005,90,90,90
FONKEA_clean-(id_176537),4000000,0.00314866,40.61689892,50.068,52.275,57.2205,63.3324,67.6328,72.2017,75.9908,83.4326,87.2691,6.97052,40.0228,49.2597,53.7599,62.1952,94.5696,99.2305,99.2725,99.327,99.4254,99.5355,99.5437,99.6423,99.7271,99.8736,100.041,100.023,100.028,100.223,100.299,100.472,100.551,100.536,101.011,101.271,101.661,101.803,102.115,101.841,3.93383,4.68396,643.159,380.115,0.4636,29.778,6.6754,19.4782,90,113.623,90
