name,pressure_Pa_from_file2,propylene_Henry_from_file2,|Qst(propylene)|_from_file2,N2_1,N2_4,N2_18,N2_75,N2_316,N2_1334,N2_5623,N2_23714,N2_100000,Ar_0.001,Ar_0.01,Ar_0.1,Ar_1.0,Ar_10.0,Ar_100.0,Ar_1000.0,Ar_2000.0,Ar_4000.0,Ar_6000.0,Ar_8000.0,Ar_10000.0,Ar_12000.0,Ar_14000.0,Ar_16000.0,Ar_18000.0,Ar_20000.0,Ar_24000.0,Ar_28000.0,Ar_30000.0,Ar_32000.0,Ar_36000.0,Ar_40000.0,Ar_50000.0,Ar_60000.0,Ar_70000.0,Ar_80000.0,Ar_90000.0,Ar_100000.0,pld,lcd,surface_area_m2cm3,surface_area_m2g,void_fraction
QAJKIV_clean-(id_181326),4000000,4.93957,59.79262518,97.0436,99.6615,103.313,105.987,108.838,112.207,115.098,116.322,117.257,97.0729,120.581,127.146,127.728,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,127.816,3.62097,4.24125,709.381,298.412,0.4518
QEFWUV_clean-(id_181383),4000000,0.000183642,22.2106374,57.6638,91.1569,175.737,259.67,401.406,499.683,586.666,742.093,1118.86,0.0376812,0.387977,3.75635,25.7875,66.5951,199.14,495.367,573.179,628.842,662.671,693.516,713.008,739.153,758.167,782.642,810.368,823.468,866.667,902.862,939.815,948.838,1016.27,1302.27,1328.12,1337.82,1343.91,1348.74,1354.37,1351.7,28.2677,32.3604,1565.06,3304.96,0.826
QIYDAF_clean-(id_181472),4000000,0.000106984,16.1754011,6.97785,30.8055,146.096,249.39,385.535,806.204,1002.91,1259.59,1321.19,0.00123946,0.0118136,0.111745,1.11644,11.9549,160.956,497.168,859.491,1045.03,1138.77,1219.41,1389.19,1431.53,1441.02,1458.81,1470.86,1479.04,1489.17,1505.71,1507.44,1512.94,1524.18,1528.49,1545.67,1555.44,1564.53,1570.6,1566.58,1572.04,8.76388,22.9797,1832.34,4545.03,0.8334
QIYDAF01_clean-(id_181473),4000000,4.38E-05,12.49058266,10.4508,22.3162,52.2141,119.029,255.431,534.08,1331.78,1758.01,1862.75,0.00387331,0.0385782,0.468206,3.17797,13.6593,60.0628,278.758,417.429,854.934,1465.85,1648.4,1768.29,1847.07,2009.89,2063.92,2080.09,2094.42,2112.43,2130.79,2128.66,2142.57,2149.71,2156.1,2184.17,2195.28,2202.94,2216.45,2214,2228.13,13.5793,22.0014,1702.79,5615.12,0.8664
QIYDEJ_clean-(id_181474),4000000,0.000201387,19.79513493,62.1906,101,165.612,297.492,507.815,727.796,941.696,1155,1203.63,0.0126591,0.128847,1.20087,11.1746,69.0871,189.707,632.751,830.295,982.147,1076.52,1207.88,1300.63,1321.79,1332.19,1345.29,1349.8,1356.97,1367.31,1380.21,1380.75,1386.31,1390.52,1393.55,1404.88,1412.11,1421.25,1428.46,1427.21,1423.75,11.5568,22.4897,1897.73,4398.73,0.814
QIYDIN_clean-(id_181475),4000000,2.13E-05,7.347346297,0.923397,3.58142,13.2306,39.7073,84.0044,215.242,1088.28,2791.79,3015.94,0.000309865,0.00154932,0.0210708,0.174144,1.62927,14.255,81.9168,132.042,239.311,412.361,756.737,1525.41,1971.77,2089.06,2193.26,2321.52,2579.44,3434.35,3452.39,3471.53,3481.11,3517.06,3532.58,3573.2,3599.33,3600.48,3652.61,3662.71,3633.62,15.0225,29.975,1310.13,6628.79,0.9182
QUQQOJ_clean-(id_181654),4000000,0.0244972,43.78738102,58.4964,59.7396,61.0476,62.5342,64.3568,65.0841,65.0841,65.4037,66.1172,60.4173,65.1209,66.0079,66.1172,66.1172,66.1172,66.1233,66.1172,66.1172,66.1271,66.1175,66.1172,66.1172,66.1172,66.1172,66.1172,66.1172,66.1172,66.1172,66.2088,66.1172,66.1172,66.1172,66.1172,66.1449,66.1172,66.1173,66.2989,66.3477,3.90246,4.48385,680.126,391.531,0.355
RANCEQ_clean-(id_181723),4000000,6.44E-05,16.12582514,16.4156,42.9278,99.1406,192.425,388.047,638.746,1057.71,1128.76,1169.92,0.00133732,0.0341016,0.28886,3.01921,22.3211,114.562,443.094,664.633,1176.59,1242.22,1254.44,1282.81,1297.66,1304.47,1305.99,1316.03,1326.49,1333.56,1348.96,1348.1,1351.26,1357.58,1376.34,1388.69,1381.88,1394.83,1393.63,1386.05,1389.69,12.2384,14.1625,1622.66,3646.11,0.8192
RAVWES_clean-(id_181760),4000000,0.000611153,24.25467738,184.915,231.094,284.976,350.755,431.192,526.11,668.542,1102.97,1166.72,0.0784312,0.821637,7.92533,84.516,224.984,371.966,477.043,552.411,649.782,703.595,739.005,765.488,799.102,825.07,842.805,870.582,905.527,1297.93,1324.1,1317.65,1321.58,1328.09,1337.99,1350.93,1361.8,1366.01,1383.66,1376.53,1381.49,23.6272,24.4406,1246.56,2839.17,0.7912
RAVWIW_clean-(id_181761),4000000,0.000449966,24.56245428,132.967,181.481,229.566,284.508,356.593,467.886,662.655,851.648,1428.92,0.0510908,0.529056,5.29944,44.7848,164.339,274.521,406.07,489.517,639.711,712.01,747.658,777.864,792.545,812.32,836.151,854.861,876.068,924.806,988.07,1027.25,1054.71,1647.38,1644.74,1658.14,1668.01,1688.34,1700.6,1701.08,1699.24,30.1441,30.7006,1156.23,3192.07,0.82
RAVWOC_clean-(id_181762),4000000,0.000357663,24.40742068,68.353,93.0607,160.907,259.9,342.689,458.366,571.703,777.688,1298.07,0.0393615,0.343502,3.6085,28.1329,83.4102,227.611,402.32,467.044,534.867,575.472,604.173,629.831,652.786,675.633,708.226,731.052,767.437,829.051,888.259,914.056,940.083,991.394,1454.48,1480.54,1493.01,1498.03,1507.38,1504.37,1514.82,27.5597,28.2177,1182.94,3082.47,0.7968
RAVWUI_clean-(id_181763),4000000,0.00030228,23.58522668,101.057,173.116,238.559,295.108,349.622,428.682,569.076,768.562,1589.51,0.038075,0.371156,3.81451,31.9922,137.727,275.402,397.693,456.419,535.926,599.143,646.762,685.392,710.215,748.292,771.123,799.734,832.376,890.69,949.255,968.454,990.648,1042.72,1105.32,1271.68,1901.78,1911.77,1931.8,1920.47,1926.61,36.4331,36.7876,1010.86,3019.95,0.8506
RAVXAP_clean-(id_181764),4000000,0.000241545,22.42868038,176.316,209.184,243.788,291.409,360.752,482.469,653.583,855.079,1833.7,0.343389,3.43732,27.2097,108.252,198.676,283.335,449.709,548.777,652.639,704.028,737.553,759.88,788.527,815.946,842.181,865.473,894.867,964.894,1017.88,1041.33,1065.49,1120.56,1178.51,1331.01,2177.43,2190.79,2214.01,2207.84,2208.47,34.3554,34.8596,1008.2,3523.86,0.8406
RAVXET_clean-(id_181765),4000000,0.000172603,22.3671506,65.063,100.598,150.757,207.162,268.212,369.263,525.122,747.923,1540.99,0.0149093,0.158412,1.57863,13.8803,73.3936,199.739,327.986,405.967,485.559,527.697,563.75,599.349,630.644,662.927,696.799,717.888,749.955,791.56,832.863,849.274,862.888,901.198,936.957,1048.39,1225.32,1794.72,1808.16,1810.19,1805.5,38.0665,38.2281,945.437,2893.25,0.8304
RAYMOV_clean-(id_181784),4000000,9.00E-05,13.48586395,5.12169,21.1712,110.426,423.016,802.545,1093.44,1193.33,1239.73,1279.74,0.000777097,0.00777097,0.0888999,0.90252,8.90413,114.593,1180.67,1350.26,1423.31,1455.59,1474.5,1477.68,1503.57,1501.62,1507.63,1505.36,1509.69,1514.07,1521.15,1518.62,1517.52,1523.15,1520.39,1526.18,1531.77,1529.99,1536.25,1542.16,1532.69,9.65699,13.9045,2112.55,4982.37,0.8122
REZXOK_clean-(id_181879),4000000,3.04E-05,10.0411846,0.423775,1.88606,7.78469,33.2262,151.28,678.044,978.23,1048.9,1101.49,0.000346788,0.00161834,0.0139871,0.129814,1.29606,12.754,135.701,661.479,1076.89,1155.07,1196.33,1212.59,1231.98,1244.37,1263.37,1263.05,1267.05,1278.09,1300.79,1298.85,1305.46,1305.08,1319.49,1329.82,1332.16,1355.63,1352.53,1356.64,1352.26,13.622,14.2106,1999.64,4254.04,0.8176
REZXUQ_clean-(id_181880),4000000,2.73E-05,10.18096074,1.22123,4.52918,17.2351,42.8364,89.3702,266.296,1268.12,1440.87,1498.38,0.000215081,0.00225835,0.0268851,0.247773,2.50591,19.9028,85.1887,139.666,304.652,992.052,1533.03,1572.75,1597.64,1609.06,1633.59,1639.3,1656.65,1671.09,1689.9,1685.11,1688.86,1702.88,1711.86,1735.63,1738.39,1747.8,1763.39,1758.91,1758.91,13.96,15.2629,1754.08,4846.42,0.8582
RIGPEE_clean-(id_181894),4000000,1.78E-05,30.94076294,119.86,119.893,119.893,119.893,119.893,119.893,119.893,119.893,119.893,71.8246,116.552,119.577,119.839,119.893,119.893,119.893,119.903,119.893,119.925,119.893,119.893,119.893,119.893,119.893,119.893,120.006,120.537,119.893,120.097,119.893,119.893,119.893,120.078,119.893,120.413,119.893,119.893,120.722,3.50423,4.3699,597.681,485.277,0.468
ROBWAH_clean-(id_181937),4000000,0.006751,40.97080205,86.0883,87.2233,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,56.6914,81.1684,86.6677,87.1796,87.2258,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,87.2261,4.01581,5.06604,518.63,355.785,0.443
RUBDUP_clean-(id_182013),4000000,6.90E-05,15.64872479,23.7951,70.2192,109.458,144.082,251.341,543.928,760.216,1736.04,1839.78,0.00248195,0.0333935,0.360108,3.33303,36.2815,115.379,269.188,474.236,679.504,770.547,831.024,887.768,940.919,997.658,1046.48,1102.48,2059.78,2084.36,2113.77,2123.59,2126.07,2136.54,2139.37,2174.75,2190.45,2209.56,2220.22,2216.98,2224.79,19.2468,21.0952,1270.61,4251.56,0.868
RUFPUF_clean-(id_182033),4000000,3.39E-05,10.1272507,52.611,195.293,314.135,541.322,907.589,1172.75,1433.54,1501.58,1551.84,0.00794634,0.0681115,0.691332,6.85968,70.3316,345.736,1201.19,1381,1658.31,1687.91,1717.09,1726.22,1756.76,1754.03,1768.83,1768.34,1772.86,1788.16,1776.37,1790.68,1804.54,1809.52,1810.66,1808.71,1829.21,1834.93,1835.69,1839.67,1845.6,9.35997,20.4051,1749.6,4866.88,0.8282
SAMXUC_clean-(id_182188),4000000,0.0330606,40.22108518,54.1736,55.4089,55.8189,56.7957,57.4599,57.4599,57.9844,58.6911,59.1016,55.7916,57.6452,57.868,57.8783,57.8795,57.8795,57.8816,57.8799,57.8797,57.8802,57.8797,57.8796,57.8861,57.8801,57.8809,57.8796,57.8801,57.88,57.8927,57.8806,57.8824,57.8861,57.8948,57.8808,57.8821,57.8817,58.1126,58.3741,57.8864,4.86898,6.3742,589.067,293.946,0.4238
SAMYAJ_clean-(id_182189),4000000,0.0228044,39.69455843,51.9288,53.9743,54.7384,54.7921,55.4269,56.0188,56.236,56.8366,57.0867,54.8672,57.3858,57.6336,57.668,57.668,57.668,57.6685,57.668,57.6681,57.668,57.668,57.6697,57.668,57.668,57.668,57.6717,57.6697,57.6684,57.6682,57.668,57.6684,57.6685,57.6681,57.67,57.6685,57.6686,57.6699,57.6695,57.669,4.80314,6.24825,581.897,287.944,0.4242
SAMYEN_clean-(id_182190),4000000,0.0258536,40.18132778,50.0627,52.8295,54.135,54.286,54.6935,55.1798,55.5747,55.7572,56.1583,53.7292,56.5761,56.9736,56.979,56.979,56.979,56.979,56.979,56.979,56.979,56.9792,56.979,56.979,56.9793,56.9797,56.979,56.9795,56.9793,56.9793,56.9791,56.9791,56.9795,56.9798,56.9794,56.9792,56.9795,56.9804,56.98,56.9797,4.81898,6.31967,578.696,281.019,0.417
SAMYIR_clean-(id_182191),4000000,0.0285991,40.72861611,49.8194,51.2098,52.3063,52.3063,52.7086,53.111,53.111,53.6405,54.3181,53.8239,56.3755,56.7578,56.7643,56.7643,56.7643,56.7643,56.7643,56.7643,56.7643,56.7643,56.7644,56.7643,56.7643,56.7645,56.7644,56.7643,56.7643,56.7646,56.7645,56.7644,56.7644,56.7647,56.7643,56.7643,56.7645,56.765,56.7643,56.7651,4.76913,6.27824,574.788,275.159,0.4126
SOKXOH_clean-(id_182416),4000000,0.000398062,24.94523785,115.867,169.929,249.457,422.833,670.746,833.557,1001.82,1226.31,1269.32,0.633894,3.28793,12.8292,50.7831,145.676,312.885,817.458,933.711,1047.99,1119.66,1202.8,1379.91,1407.4,1411.09,1430.99,1443.48,1444.32,1456.7,1454.78,1468.98,1474.44,1481.05,1481.82,1484.53,1490.91,1513.31,1512.12,1517.46,1522.48,14.7443,22.9674,1862.02,4395.43,0.8094
SUGDIJ_auto-(id_185832),4000000,6.76E-05,14.84006122,3.158412492,12.5576418,50.26042756,141.1128576,389.3864302,804.8987215,1179.179878,1258.639673,1311.310495,0.000377025,0.00580618,0.0522557,0.553322,5.67249,54.6768,451.867,755.115,1334.57,1392.24,1421.41,1440.11,1457.8,1470.58,1477.95,1489.82,1490.54,1501.35,1512.61,1521.38,1524.52,1529.11,1539.47,1552.17,1557.75,1569.12,1576.36,1572.81,1575.55,11.5941,12.9956,1974.15,4816.02,0.8394
TAHNEY_clean-(id_182559),4000000,5.31E-06,7.339798875,0.0122957,0.0376174,0.198678,0.826244,3.55698,17.1801,352.721,405.497,439.706,0,0,0.000243479,0.00371305,0.0412696,0.420305,4.32972,9.00164,19.8542,34.6924,58.6544,433.87,445.694,455.993,459.93,468.231,474.341,481.201,487.829,492.967,492.943,498.074,499.571,509.971,513.435,516.569,522.027,520.979,520.372,7.2387,10.9331,2322.42,2264.38,0.7992
TOVJEV_clean-(id_182848),4000000,8.89E-05,16.6544085,26.4128,56.2571,105.087,209.851,528.405,926.456,1244.45,1306.95,1365.9,0.00275599,0.0425456,0.411676,3.95623,31.9287,122.225,629.56,955.975,1410.16,1460.86,1486.68,1488.53,1508.46,1512.46,1527.78,1539.39,1535.58,1542.89,1561.3,1562.27,1573.48,1561.83,1571.41,1584.22,1594.83,1606.51,1609.13,1610.69,1617.56,10.3707,13.6809,1892.74,4736.79,0.837
TUYLIJ_clean-(id_182936),4000000,12.0211,59.60085368,129.136,136.224,141.751,148.454,150.6,152.047,153.404,155.138,157.25,156.012,165.336,166.314,166.5,166.497,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,166.5,3.71437,4.51754,822.472,441.171,0.4454
UBULIO_SL-(id_185598),4000000,7.94E-05,15.73327502,13.74753384,39.39659699,107.8692822,240.1047412,615.6438156,792.1173002,883.984193,1165.546469,1214.097472,0.00216667,0.0248084,0.226526,2.37684,20.3485,123.224,755.359,884.209,963.365,994.638,1024.91,1047,1075.48,1094.83,1129.43,1150.54,1361.91,1379.59,1389.07,1398.31,1397,1404.17,1409.24,1418.95,1426.57,1435.96,1439.84,1446.82,1436.22,22.8992,24.2323,1818.16,4150.4,0.8258
UDALUI_clean-(id_182969),4000000,0.000124578,17.18190318,17.2362,45.1185,106.202,262.775,581.682,837.705,952.01,1276.71,1335.64,0.0052947,0.0524964,0.510319,4.98716,34.7393,142.763,804.152,966.82,1054.74,1094.9,1133.72,1159.88,1188.39,1205.94,1233.07,1261.53,1503.45,1515.12,1523.66,1534.11,1531.36,1538.91,1543.14,1559.44,1568.15,1573.75,1575.89,1579.77,1575.11,23.5719,24.1019,1723.58,4080.15,0.8502
UDANIY_clean-(id_182972),4000000,9.14E-05,15.81070224,8.90449,29.2985,73.0921,201.33,551.263,835.587,966.144,1271.86,1337.11,0.00160334,0.0168351,0.146247,1.47164,13.6984,81.5686,714.643,938.647,1043.75,1094.68,1123.31,1154.18,1176.72,1191.66,1226.24,1259.83,1508.68,1519.22,1526.96,1528.86,1539.66,1538.82,1555.96,1568.27,1577.43,1586.58,1598.5,1593.73,1592.97,23.4584,23.8799,1745.24,4180.81,0.8514
UJILAA_clean-(id_183041),4000000,4.03E-06,3.378890714,0.00323732,0.0161866,0.0794762,0.323246,1.37084,5.85971,25.5844,1090.76,1227.05,0,8.09E-05,0.000161866,0.00145679,0.0195858,0.199743,1.96457,3.89134,7.92916,12.2164,16.3818,20.4408,25.0068,28.8864,34.1366,39.1655,44.998,56.7655,69.9267,75.8692,85.8008,104.42,128.302,1438.06,1465.16,1470.44,1490.08,1486.32,1483.05,9.51535,19.2341,1982.45,4716.4,0.8898
VABJUE_clean-(id_183386),4000000,182.108,71.34215029,85.0625,85.0625,85.0625,85.4689,85.8153,85.8153,85.8153,85.8153,85.8153,91.0315,95.8622,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,96.354,3.85588,4.79651,818.587,453.821,0.4692
VABKAN_clean-(id_183388),4000000,0.000251496,18.40755656,166.988,209.676,291.682,523.064,693.577,837.043,1061.79,1366.28,1430.73,0.0313559,0.32007,3.26306,41.1661,208.398,333.028,855.527,961.102,1087.14,1233.82,1394.47,1563.19,1594.16,1593.93,1628.3,1639.39,1665.55,1675.04,1678.91,1684.23,1687.9,1690.75,1712.43,1716.11,1719.91,1720.95,1736.14,1733.93,1745.34,13.8399,25.1555,1646.09,4145.29,0.8436
VABKER_clean-(id_183390),4000000,0.000248038,18.40181387,179.535,212.688,294.639,509.537,711.627,852.902,1076.12,1424.51,1481.47,0.0437145,0.342032,3.83202,46.8806,207.792,325.554,885.865,996.524,1115.73,1273.83,1408.2,1618.25,1655.8,1671.05,1686.43,1704.08,1716.57,1723.16,1734.32,1725.56,1743.1,1738.82,1754.8,1759.16,1768.13,1770.64,1774.72,1782.79,1775.7,13.7016,25.4878,1629.94,4213.63,0.8474
VACLIX_clean-(id_183397),4000000,8.56E-05,17.95230525,21.7003,50.9724,83.4702,140.602,284.884,446.104,614.699,961.451,1018.87,0.00374046,0.028095,0.315945,3.08256,24.8928,93.2559,332.992,467.254,578.979,647.89,697.317,734.562,771.045,807.141,848.856,900.452,1113.9,1127.94,1140.7,1144.78,1147.58,1151.02,1157.36,1169.94,1177.17,1184.27,1190.32,1188.85,1185.71,11.118,25.8442,1593.04,3020.23,0.8434
VAGMAT_clean-(id_183405),4000000,6.57E-05,13.66892121,5.23241,18.5323,59.0782,135.508,381.733,906.466,1390.85,1489.63,1556.48,0.00118001,0.00861408,0.0788248,0.795092,7.72955,58.6395,430.821,992.772,1596.91,1662.18,1688.67,1703.11,1717.9,1725.29,1739.66,1744.27,1750.03,1758.46,1763.78,1775.01,1773.7,1784.57,1792.23,1797.84,1802.87,1812.2,1818.02,1820.55,1813.3,13.2604,14.9209,1875.05,5140.9,0.86
VAGMEX_clean-(id_183406),4000000,6.45E-05,13.67187631,5.06815,19.4124,56.2266,134.551,393.758,850.869,1430.74,1535.44,1595.18,0.00129801,0.00849608,0.0794148,0.8194,7.52458,56.9128,445.565,860.078,1589.04,1700.31,1744.42,1760.68,1772.58,1795.76,1805.44,1819.44,1821.52,1832.26,1844.23,1848.51,1849.99,1860.22,1863.08,1871.24,1883.31,1888.76,1895.75,1895.96,1893.89,14.4886,15.2806,1827.73,5189.2,0.863
VAJVEJ_clean-(id_183426),4000000,0.00780275,45.2008788,77.468,79.5048,80.971,82.18,82.5181,82.5181,82.5181,82.5181,82.5181,80.4884,82.4144,82.5162,82.518,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,82.5181,3.61073,4.35318,480.24,298.672,0.4216
VANNIK_clean-(id_183458),4000000,1.86E-05,8.027432711,0.310611,1.25598,5.93452,25.754,114.219,849.526,1029.21,1085.85,1114.4,0,0.00107638,0.00984115,0.0825734,0.862945,8.86149,110.502,407.431,1115.81,1160.04,1182.74,1201.03,1214.89,1213.8,1234.53,1238.86,1237.35,1258.94,1262.89,1269.92,1271.51,1269.78,1287.5,1280.93,1306.89,1309.17,1315.13,1315.25,1311.41,10.7008,12.1173,1807.7,3703.29,0.8496
VEBHUG_SL-(id_185649),4000000,5.51E-05,13.29259956,0.965633254,3.764290007,16.78979207,59.09366958,329.9789946,1009.012342,1037.929582,1056.903182,1079.937754,9.77E-05,0.00195314,0.0218752,0.207717,2.08898,20.6218,353.831,1017.62,1097.09,1134.13,1154.51,1172.06,1190.21,1193.07,1206.13,1215.92,1220.33,1230.61,1241.54,1242.23,1239.52,1253.22,1253.09,1255.94,1283.46,1293.98,1291.6,1280.93,1283.08,9.82354,17.3025,1917.15,3751.27,0.8468
VOLRAQ01_clean-(id_183725),4000000,3.22E-05,11.63780671,0.780375,3.18626,11.5811,37.2642,124.821,605.376,815.505,924.035,969.984,0.000249082,0.0027399,0.0155676,0.157046,1.65204,14.531,119.372,531.088,837.261,891.836,1026.5,1050.18,1058.94,1069.64,1071.91,1082.14,1086.9,1104.66,1109.49,1114.93,1108.4,1117.85,1117.23,1123.12,1128.87,1147.23,1153.37,1145.74,1148.73,11.1822,16.8939,1860.71,3314.7,0.8394
WAGQAY_clean-(id_183882),4000000,0.000125345,17.23138969,93.7006,125.6,186.72,279.745,397.846,586.703,772.497,1347.29,1424.63,0.0188956,0.191893,2.07609,19.5225,106.688,212.87,481.714,615.472,757.335,830.163,883.007,939.758,1016.48,1577.7,1589.07,1606.3,1616.98,1636.67,1642.16,1648,1656.73,1661.18,1674.49,1695.41,1695.35,1701.05,1710.71,1714.37,1713.84,15.3172,23.953,1362.13,3477.56,0.858
WERHIK_clean-(id_184062),4000000,8.80913,51.58856551,161.845,162.856,163.804,164.978,165.013,167.17,167.17,168.221,171.608,157.706,172.351,174.688,174.682,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,174.719,3.54583,5.75389,1139.75,681.902,0.4974
WIJXIY_clean-(id_184123),4000000,5.34E-05,13.92282363,5.65122,18.9984,58.9587,130.254,320.376,616.62,1014.23,1085.83,1126.26,0.00122356,0.0115558,0.107809,1.01256,10.4245,65.8024,361.248,624.149,1140.1,1192.7,1218.51,1230.5,1240.09,1246.12,1258.59,1258.45,1275.21,1285.25,1288.77,1291.58,1293.44,1288.41,1294.33,1299.64,1317.55,1323.97,1328.11,1315.32,1327.34,11.557,14.2439,1730.44,3642.38,0.8226
WILNEL01_clean-(id_184138),4000000,3.16E-05,31.75604364,150.329,150.338,150.339,150.339,150.339,150.339,150.339,150.339,150.339,53.1787,141.299,149.468,150.256,150.336,150.34,150.373,150.405,150.641,150.361,150.881,150.854,151.276,151.814,151.8,152.535,150.834,151.008,151.118,151.786,156.024,153.604,153.155,158.383,152.359,154.274,155.407,158.512,159.194,3.50149,4.81584,799.46,723.542,0.5386
WIYMOG_charged-(id_184168),4000000,4.22E-05,13.69960698,10.7335,27.9409,60.4547,110.433,231.144,808.185,1143.89,1225.18,1273.07,0.00120934,0.0194595,0.201741,1.77422,14.7127,62.2326,251.487,471.037,1278.31,1323.58,1354.05,1374.7,1390.13,1396.87,1411.36,1424.18,1428.66,1436.98,1445.15,1456.49,1452.56,1465.94,1471.5,1479.71,1496.42,1499.73,1507.89,1505.86,1509.25,7.54941,12.0545,2874.44,7043.44,0.8306
WODFOL_clean-(id_184188),4000000,0.0197722,47.49157954,82.1751,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,80.5107,83.3689,83.5717,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,83.5992,3.69918,4.42221,549.218,364.098,0.4148
XAFFAN_clean-(id_184398),4000000,6.44E-05,13.57187921,4.84442,18.162,58.842,134.467,381.037,905.742,1380.97,1489.05,1549.92,0.000472005,0.00837808,0.0783528,0.792142,7.6309,57.9488,428.971,1002.27,1607.11,1660.13,1683.65,1705.17,1717.6,1725.78,1738.68,1746.85,1748.64,1762.44,1768.04,1772.16,1775.2,1787.04,1784.35,1802.98,1805.79,1805.24,1814.98,1814.21,1817.89,13.243,14.9132,1896.05,5192.05,0.8544
XAFFER_clean-(id_184399),4000000,6.40E-05,13.69188301,5.39714,18.7093,58.2607,139.268,412.913,880.404,1393.34,1495.25,1559.64,0.000708007,0.00778808,0.0826008,0.826834,7.9534,58.2418,443.382,904.865,1587.8,1655.61,1687.07,1713.5,1725.34,1723.94,1742.81,1749.39,1759.04,1770.11,1771.49,1774.14,1783.96,1786.24,1796.74,1807.49,1807.99,1811.53,1817.73,1826.14,1823.32,13.2889,14.2192,1854.43,5152.99,0.8504
XAFFIV_clean-(id_184400),4000000,6.09E-05,13.29797912,4.17883,15.6534,52.7123,126.348,349.176,877.614,1403.74,1514.07,1573.2,0.000959714,0.00731782,0.0682596,0.697832,6.80533,52.5962,365.578,902.053,1625.67,1674.81,1710.73,1734.48,1744.6,1760.38,1763.15,1769.18,1774.72,1785.35,1792.76,1797.07,1800.54,1797.35,1809.19,1825.4,1829.58,1841.84,1846.22,1848.76,1838.88,13.1937,14.2292,1899.33,5299.5,0.8506
XAFFOB_clean-(id_184401),4000000,6.35E-05,13.55264785,5.00178,18.3553,59.7605,136.994,375.783,866.411,1385.25,1476,1526.83,0.000829915,0.00723211,0.0768264,0.768975,7.58376,57.172,408.118,912.403,1592.06,1645.22,1670.9,1695.62,1703.76,1714.3,1720.35,1723.6,1738.69,1737.4,1758.82,1762.38,1768.22,1772.98,1772.08,1777.3,1793.82,1799.1,1792.21,1805.46,1804.4,13.174,14.8391,1878.61,5118.95,0.845
XAFFUH_clean-(id_184402),4000000,7.72E-05,14.38203136,8.89645,30.6039,73.5724,154.501,503.369,815.493,1012,1624.48,1712.65,0.00106703,0.01399,0.123894,1.27712,11.8494,71.8024,641.213,889.797,1043.13,1120.55,1189.81,1257.5,1331.12,1876.3,1903.05,1915.95,1920.69,1946.14,1957.58,1971.1,1973.23,1986.86,1986.19,2007.23,2019.36,2035.53,2030.84,2041.17,2045.56,19.638,23.7283,1685.62,5120.87,0.8726
XAHPED_clean-(id_184411),4000000,6.71E-05,14.04390362,10.8646,33.6928,105.791,285.101,442.494,612.465,1295.81,1399.46,1475.32,0.00225439,0.0147788,0.15931,1.61552,15.4197,128.029,490.484,605.168,1465.01,1535.4,1575.69,1595.21,1615.28,1614.96,1635.34,1647.92,1649.14,1674.39,1680.16,1683.86,1683.48,1690.38,1704.16,1711.15,1726.07,1734.79,1749.83,1740.33,1741.31,10.8675,12.3692,1946.72,5199.04,0.8398
XAHPIH_clean-(id_184412),4000000,5.70E-05,13.41995376,11.152,28.7397,76.9271,215.663,379.551,549.471,1281.15,1498.97,1571.3,0.000950818,0.0161639,0.172913,1.52932,13.6658,93.6275,413.786,528.333,683.898,821.273,1640.08,1686.24,1707.97,1734.12,1744.66,1763.37,1762.26,1791.83,1803.57,1815.99,1820.04,1825.6,1842.2,1856.27,1865.75,1868.99,1883.05,1880.81,1881.75,13.3795,14.3167,1691.25,4748.26,0.8698
